No,ID_SERVICE,ID_TT43,Name_Method,Class,Group
2576,03.3612.0566,3.3612,Kết hợp xương cột sống cổ lối trước,Ngoại khoa,Exclude
2577,03.3613.0566,3.3613,Kết hợp xương cột sống cổ lối sau,Ngoại khoa,Exclude
2578,03.3615.0567,3.3615,Cố định cột sống ngực bằng hệ thống móc,Ngoại khoa,Exclude
2579,03.3616.0567,3.3616,Cố định cột sống bằng vít qua cuống,Ngoại khoa,Exclude
2580,03.3617.0553,3.3617,"Phẫu thuật kết hợp xương, ghép xương sau trượt đốt sống L4-5, L5-Si",Ngoại khoa,Exclude
2581,03.3618.0565,3.3618,Tạo hình lồng ngực (cắt các xương sườn ở mặt lồi trong vẹo cột sống để chỉnh hình lồng ngực),Ngoại khoa,Exclude
2582,03.3619.0565,3.3619,Phẫu thuật chỉnh vẹo cột sống ngực qua đường sau,Ngoại khoa,Exclude
2583,03.3620.0565,3.3620,Phẫu thuật chỉnh gù cột sống ngực qua đường sau,Ngoại khoa,Exclude
2584,03.3621.0553,3.3621,Lấy bỏ thân đốt sống ngực bằng ghép xương,Ngoại khoa,Exclude
2585,03.3622.0565,3.3622,Phẫu thuật chỉnh vẹo cột sống đường trước và hàn khớp,Ngoại khoa,Exclude
2586,03.3623.0565,3.3623,Phẫu thuật chỉnh vẹo gù sống đường trước và hàn khớp,Ngoại khoa,Exclude
2587,03.3624.0565,3.3624,Phẫu thuật chỉnh gù cột sống phía trước + cố định cột sống và ghép xương,Ngoại khoa,Exclude
2588,03.3625.0565,3.3625,Phẫu thuật chỉnh vẹo cột sống,Ngoại khoa,Exclude
2589,03.3627.0567,3.3627,Nắn trượt và cố định cột sống trong trượt đốt sống,Ngoại khoa,Exclude
2590,03.3631.0567,3.3631,Cố định cột sống và hàn khớp qua liên thân đường sau (PLiP),Ngoại khoa,Exclude
2591,03.3632.0567,3.3632,Cố định cột sống và hàn khớp liên thân đốt phía sau qua lỗ liên hợp (TLiP),Ngoại khoa,Exclude
2592,03.3633.0369,3.3633,Mở cung sau và cắt bỏ mỏm khớp dưới,Ngoại khoa,Exclude
2593,03.3634.0369,3.3634,Giải phóng chèn ép chấn thương cột sống thắt lư­ng,Ngoại khoa,Exclude
2594,03.3635.0369,3.3635,Cắt bỏ dây chằng vàng,Ngoại khoa,Exclude
2595,03.3636.0369,3.3636,Mở cung sau cột sống ngực,Ngoại khoa,Exclude
2596,03.3641.0567,3.3641,Phẫu thuật kết hợp xương cột sống ngực,Ngoại khoa,Exclude
2597,03.3642.0567,3.3642,Phẫu thuật kết hợp xương cột sống thắt lưng,Ngoại khoa,Exclude
2598,03.3645.0550,3.3645,Phẫu thuật điều trị vẹo cổ,Ngoại khoa,Exclude
2599,03.3646.0556,3.3646,Cố định nẹp vít gãy trật khớp vai,Ngoại khoa,Exclude
2600,03.3647.0556,3.3647,Phẫu thuật trật khớp cùng đòn,Ngoại khoa,Exclude
2601,03.3648.0534,3.3648,Tháo khớp vai,Ngoại khoa,Exclude
2602,03.3649.0556,3.3649,Phẫu thuật kết hợp xương điều trị gãy xương đòn,Ngoại khoa,Exclude
2603,03.3650.0553,3.3650,"Lấy u xương, ghép xương tự thân hoặc ghép xương đồng loại điều trị u xương",Ngoại khoa,Exclude
2604,03.3651.0558,3.3651,Lấy bỏ tổ chức u điều trị u xương,Ngoại khoa,Exclude
2605,03.3656.0557,3.3656,Phẫu thuật kết hợp xương không mở ổ gãy dưới C Arm,Ngoại khoa,Exclude
2606,03.3660.0555,3.3660,Kéo dài chi trên bằng phương pháp 1lizarov,Ngoại khoa,Exclude
2607,03.3661.0548,3.3661,"Phẫu thuật điều trị vẹo khuỷu, đục sửa trục",Ngoại khoa,Exclude
2608,03.3662.0556,3.3662,Cố định nẹp vít gãy liên lồi cầu cánh tay,Ngoại khoa,Exclude
2609,03.3663.0556,3.3663,Phẫu thuật gãy xương cánh tay kèm tổn thương thần kinh hoặc mạch máu,Ngoại khoa,Exclude
2610,03.3664.0548,3.3664,Cố định Kirschner trong gãy đầu trên xương cánh tay,Ngoại khoa,Exclude
2611,03.3665.0556,3.3665,Cố định nẹp vít gãy thân xương cánh tay,Ngoại khoa,Exclude
2612,03.3666.0550,3.3666,Phẫu thuật cứng duỗi khớp khuỷu,Ngoại khoa,Exclude
2613,03.3667.0551,3.3667,Phẫu thuật dính khớp khuỷu,Ngoại khoa,Exclude
2614,03.3668.0534,3.3668,Cắt đoạn khớp khuỷu,Ngoại khoa,Exclude
2615,03.3669.0548,3.3669,Phẫu thuật trật khớp khuỷu,Ngoại khoa,Exclude
2616,03.3670.0550,3.3670,Phẫu thuật gấp khớp khuỷu do bại não,Ngoại khoa,Exclude
2617,03.3671.0551,3.3671,Phẫu thuật dính khớp khuỷu,Ngoại khoa,Exclude
2618,03.3672.0551,3.3672,Phẫu thuật dính khớp quay trụ bẩm sinh,Ngoại khoa,Exclude
2619,03.3673.0556,3.3673,Phẫu thuật can lệnh đầu dưới xương quay,Ngoại khoa,Exclude
2620,03.3675.0556,3.3675,Phẫu thuật gãy đầu dưới xương quay và trật khớp quay trụ dưới,Ngoại khoa,Exclude
2621,03.3676.0556,3.3676,Nắn găm Kirschner trong gãy Pouteau-Colles,Ngoại khoa,Exclude
2622,03.3679.0556,3.3679,Phẫu thuật gãy Monteggia,Ngoại khoa,Exclude
2623,03.3680.0534,3.3680,Cắt cụt cánh tay,Ngoại khoa,Exclude
2624,03.3681.0534,3.3681,Tháo khớp khuỷu,Ngoại khoa,Exclude
2625,03.3682.0534,3.3682,Cắt cụt cẳng tay,Ngoại khoa,Exclude
2626,03.3683.0534,3.3683,Tháo khớp cổ tay,Ngoại khoa,Exclude
2627,03.3684.0556,3.3684,Phẫu thuật gãy lồi cầu ngoài xương cánh tay,Ngoại khoa,Exclude
2628,03.3685.0571,3.3685,"Phẫu thuật viêm xương cánh tay: đục, mổ, nạo, lấy xương chết, dẫn lưu",Ngoại khoa,Exclude
2629,03.3686.0571,3.3686,Phẫu thuật gãy mỏm trên ròng rọc xương cánh tay,Ngoại khoa,Exclude
2630,03.3687.0571,3.3687,"Phẫu thuật viêm xương cẳng tay đục, mổ, nạo, dẫn lưu",Ngoại khoa,Exclude
2631,03.3688.0556,3.3688,Phẫu thuật cố định nẹp vít gãy hai xương cẳng tay,Ngoại khoa,Exclude
2632,03.3689.0556,3.3689,Phẫu thuật đóng đinh nội tủy gãy 2 xương cẳng tay,Ngoại khoa,Exclude
2633,03.3690.0556,3.3690,Phẫu thuật đóng đinh nội tủy gãy 1 xương cẳng tay,Ngoại khoa,Exclude
2634,03.3691.0577,3.3691,Phẫu thuật bàn tay cấp cứu có tổn thương phức tạp,Ngoại khoa,Exclude
2635,03.3692.0577,3.3692,"Phẫu thuật bàn tay, chỉnh hình phức tạp",Ngoại khoa,Exclude
2636,03.3694.0556,3.3694,Đặt vít gãy trật xương thuyền,Ngoại khoa,Exclude
2637,03.3695.0571,3.3695,Phẫu thuật chuyển cơ giang ngắn ngón 1 điều trị tách ngón 1 bẩm sinh,Ngoại khoa,Exclude
2638,03.3698.0535,3.3698,Phẫu thuật chuyển gân điều trị cò ngón tay do liệt vận động,Ngoại khoa,Exclude
2639,03.3699.0555,3.3699,Kéo dài ngón tay bằng khung cố định ngoài,Ngoại khoa,Exclude
2640,03.3700.0550,3.3700,Phẫu thuật tạo gấp cổ tay do bại não,Ngoại khoa,Exclude
2641,03.3701.0550,3.3701,Phẫu thuật Capsulodesis Zancolli giải quyết biến dạng vuốt trụ,Ngoại khoa,Exclude
2642,03.3703.0556,3.3703,Găm đinh Kirschner gãy đốt bàn nhiều đốt bàn,Ngoại khoa,Exclude
2643,03.3708.0552,3.3708,Phẫu thuật chuyển ngón thay thế ngón cái,Ngoại khoa,Exclude
2644,03.3709.0578,3.3709,Chuyển ngón có cuống mạch nuôi,Ngoại khoa,Exclude
2645,03.3710.0571,3.3710,Phẫu thuật cắt bỏ ngón tay thừa,Ngoại khoa,Exclude
2646,03.3711.0571,3.3711,"Tháo bỏ các ngón tay, đốt ngón tay",Ngoại khoa,Exclude
2647,03.3712.0556,3.3712,Phẫu thuật gãy đốt bàn ngón tay kết hợp xương với Kirschner hoặc nẹp vít,Ngoại khoa,Exclude
2648,03.3713.0543,3.3713,Phẫu thuật điều trị trật khớp háng bẩm sinh,Ngoại khoa,Exclude
2649,03.3714.0556,3.3714,Phẫu thuật điều trị Perthes (cắt xương tạo varus),Ngoại khoa,Exclude
2650,03.3715.0556,3.3715,"Phẫu thuật điều trị Perthes (cắt xương chậu, tạo mái che đầu xương đùi)",Ngoại khoa,Exclude
2651,03.3716.0550,3.3716,Phẫu thuật cứng cơ may,Ngoại khoa,Exclude
2652,03.3717.0556,3.3717,Phẫu thuật kết hợp xương điều trị gãy ổ cối phức tạp,Ngoại khoa,Exclude
2653,03.3718.0556,3.3718,Phẫu thuật kết hợp xương điều trị gãy khung chậu,Ngoại khoa,Exclude
2654,03.3719.0555,3.3719,Phẫu thuật làm dính sụn tiếp hợp điều trị ngắn chi,Ngoại khoa,Exclude
2655,03.3722.0548,3.3722,Phẫu thuật toác khớp mu,Ngoại khoa,Exclude
2656,03.3723.0534,3.3723,Tháo khớp háng,Ngoại khoa,Exclude
2657,03.3724.0549,3.3724,Làm cứng khớp ở tư­ thế chức năng,Ngoại khoa,Exclude
2658,03.3725.0556,3.3725,"Đóng đinh xương đùi mở, ngược dòng",Ngoại khoa,Exclude
2659,03.3726.0534,3.3726,Phẫu thuật cắt cụt đùi,Ngoại khoa,Exclude
2660,03.3727.0556,3.3727,Kết xương đinh nẹp một khối gãy liền mấu chuyển hoặc dưới mấu chuyển,Ngoại khoa,Exclude
2661,03.3728.0548,3.3728,"Kết xương đinh nẹp khối gãy trên lồi cầu, liên lồi cầu",Ngoại khoa,Exclude
2662,03.3729.0571,3.3729,Phẫu thuật viêm xương khớp háng,Ngoại khoa,Exclude
2663,03.3730.0543,3.3730,Phẫu thuật trật khớp háng,Ngoại khoa,Exclude
2664,03.3731.0556,3.3731,Phẫu thuật vỡ trần ổ khớp háng,Ngoại khoa,Exclude
2665,03.3732.0556,3.3732,Đặt đinh nẹp gãy xương đùi (xuôi dòng),Ngoại khoa,Exclude
2666,03.3734.0555,3.3734,Kéo dài đùi bằng phương pháp 1lizarov,Ngoại khoa,Exclude
2667,03.3737.0557,3.3737,Phẫu thuật đóng đinh xương đùi dưới C Arm,Ngoại khoa,Exclude
2668,03.3738.0556,3.3738,Đặt nẹp vít điều trị gãy mâm chày và đầu trên xương chày,Ngoại khoa,Exclude
2669,03.3740.0534,3.3740,Cắt cụt dưới mấu chuyển xương đùi,Ngoại khoa,Exclude
2670,03.3741.0571,3.3741,"Phẫu thuật viêm xương đùi đục, mổ, nạo, lấy xương chết, dẫn lưu",Ngoại khoa,Exclude
2671,03.3742.0550,3.3742,Phẫu thuật xơ cứng cơ thẳng trước,Ngoại khoa,Exclude
2672,03.3743.0556,3.3743,Cố định ngoài điều trị gãy khung chậu,Ngoại khoa,Exclude
2673,03.3744.0556,3.3744,Cố định ngoài điều trị gãy xương đùi,Ngoại khoa,Exclude
2674,03.3746.0540,3.3746,Tạo hình dây chằng chéo khớp gối,Ngoại khoa,Exclude
2675,03.3747.0540,3.3747,Lấy bỏ sụn chêm khớp gối,Ngoại khoa,Exclude
2676,03.3748.0550,3.3748,Phẫu thuật trật khớp gối bẩm sinh,Ngoại khoa,Exclude
2677,03.3750.0550,3.3750,Phẫu thuật trật xương bánh chè bẩm sinh,Ngoại khoa,Exclude
2678,03.3751.0540,3.3751,Phẫu thuật thay lại dây chằng chéo trước khớp gối,Ngoại khoa,Exclude
2679,03.3752.0550,3.3752,"Phẫu thuật gấp khớp gối do bại não, nối dài gân cơ gấp gối, cắt thần kinh",Ngoại khoa,Exclude
2680,03.3753.0550,3.3753,Phẫu thuật Egger tạo gấp khớp gối do bại não trong trường hợp nặng,Ngoại khoa,Exclude
2681,03.3754.0556,3.3754,Néo ép hoặc buộc vòng chỉ thép gãy xương bánh chè,Ngoại khoa,Exclude
2682,03.3755.0534,3.3755,Tháo khớp gối,Ngoại khoa,Exclude
2683,03.3758.0556,3.3758,Đóng đinh xương chày mở,Ngoại khoa,Exclude
2684,03.3759.0556,3.3759,Đặt nẹp vít gãy thân xương chày,Ngoại khoa,Exclude
2685,03.3760.0556,3.3760,Đặt nẹp vít gãy đầu dưới xương chày,Ngoại khoa,Exclude
2686,03.3761.0556,3.3761,Phẫu thuật chân chữ O,Ngoại khoa,Exclude
2687,03.3762.0556,3.3762,Phẫu thuật chân chữ X,Ngoại khoa,Exclude
2688,03.3763.0559,3.3763,Phẫu thuật co gân Achille,Ngoại khoa,Exclude
2689,03.3764.0555,3.3764,Kéo dài cẳng chân bằng phương pháp 1lizarov,Ngoại khoa,Exclude
2690,03.3765.0556,3.3765,Phẫu thuật khớp giả xương chầy bẩm sinh có ghép xương,Ngoại khoa,Exclude
2691,03.3766.0556,3.3766,Phẫu thuật khớp giả xương chầy,Ngoại khoa,Exclude
2692,03.3768.0538,3.3768,Chuyển cân liệt thần kinh mác nông,Ngoại khoa,Exclude
2693,03.3769.0538,3.3769,Phẫu thuật chuyển gân điều trị bàn chân rủ do liệt vận động,Ngoại khoa,Exclude
2694,03.3773.0556,3.3773,Cố định ngoài điều trị gãy xương cẳng chân,Ngoại khoa,Exclude
2695,03.3774.0577,3.3774,"Cắt lọc vết thương gẫy xương hở, nắn chỉnh cố định tạm thời",Ngoại khoa,Exclude
2696,03.3775.0534,3.3775,Cắt cụt cẳng chân,Ngoại khoa,Exclude
2697,03.3776.0571,3.3776,"Phẫu thuật viêm xương cẳng chân: đục, mổ, nạo, lấy xương chết, dẫn lưu",Ngoại khoa,Exclude
2698,03.3777.0571,3.3777,Phẫu thuật khoan xương có tưới rửa kháng sinh liên tục điều trị viêm xương tủy giai đoạn trung gian,Ngoại khoa,Exclude
2699,03.3778.0556,3.3778,Găm Kirschner trong gãy mắt cá,Ngoại khoa,Exclude
2700,03.3779.0556,3.3779,Kết hợp xương trong trong gãy xương mác,Ngoại khoa,Exclude
2701,03.3780.0537,3.3780,Phẫu thuật điều trị bàn chân khoèo do bại não,Ngoại khoa,Exclude
2702,03.3781.0556,3.3781,Phẫu thuật chỉnh hình điều trị bàn chân bẹt bẩm sinh,Ngoại khoa,Exclude
2703,03.3782.0556,3.3782,Phẫu thuật điều trị bàn chân bẹt do bại não,Ngoại khoa,Exclude
2704,03.3783.0575,3.3783,Phẫu thuật điều trị tách bàn chân (càng cua),Ngoại khoa,Exclude
2705,03.3784.0556,3.3784,Phẫu thuật điều trị bàn chân lồi- xoay ngoài,Ngoại khoa,Exclude
2706,03.3785.0556,3.3785,"Kết hợp xương điều trị gãy xương bàn, xương ngón chân",Ngoại khoa,Exclude
2707,03.3786.0556,3.3786,Đặt vít gãy thân xương sên,Ngoại khoa,Exclude
2708,03.3787.0556,3.3787,Đặt nẹp vít trong gãy trật xương chêm,Ngoại khoa,Exclude
2709,03.3788.0556,3.3788,Phẫu thuật Kirschner gãy thân xương sên,Ngoại khoa,Exclude
2710,03.3789.0556,3.3789,"Đặt nẹp vít gãy mắt cá trong, ngoài hoặc Dupuytren",Ngoại khoa,Exclude
2711,03.3790.0537,3.3790,Phẫu thuật chỉnh hình điều trị bàn chân khoèo,Ngoại khoa,Exclude
2712,03.3791.0537,3.3791,Phẫu thuật bàn chân duỗi đổ,Ngoại khoa,Exclude
2713,03.3792.0534,3.3792,Tháo một nửa bàn chân trước,Ngoại khoa,Exclude
2714,03.3793.0577,3.3793,"Cắt lọc vết thương gẫy xương hở, nắn chỉnh cố định tạm thời",Ngoại khoa,Exclude
2715,03.3794.0556,3.3794,"Đặt nẹp điều trị vít gãy mắt cá trong, ngoài hoặc Dupuytren",Ngoại khoa,Exclude
2716,03.3795.0534,3.3795,Tháo khớp cổ chân,Ngoại khoa,Exclude
2717,03.3796.0534,3.3796,Tháo khớp kiểu Pirogoff,Ngoại khoa,Exclude
2718,03.3797.0571,3.3797,Tháo bỏ các ngón chân,Ngoại khoa,Exclude
2719,03.3798.0571,3.3798,Tháo đốt bàn,Ngoại khoa,Exclude
2720,03.3800.0577,3.3800,"Phẫu thuật bong lóc da và cơ phức tạp, sâu, rộng sau chấn thương",Ngoại khoa,Exclude
2721,03.3801.0573,3.3801,Chuyển vạt da có cuống mạch,Ngoại khoa,Exclude
2722,03.3802.0573,3.3802,"Tạo hình các vạt da che phủ, vạt trượt",Ngoại khoa,Exclude
2723,03.3803.0559,3.3803,Nối gân gấp,Ngoại khoa,Exclude
2724,03.3804.0559,3.3804,Gỡ dính gân,Ngoại khoa,Exclude
2725,03.3805.0572,3.3805,Khâu nối thần kinh,Ngoại khoa,Exclude
2726,03.3806.0572,3.3806,Gỡ dính thần kinh,Ngoại khoa,Exclude
2727,03.3807.0574,3.3807,"Vá da dày toàn bộ, diện tích bằng và trên 10cm²",Ngoại khoa,Exclude
2728,03.3808.0573,3.3808,Phẫu thuật màng da cổ (Pterygium Colli),Ngoại khoa,Exclude
2729,03.3809.1052,3.3809,Ghép da rời rộng mỗi chiều trên 5cm,Răng Hàm Mặt,Exclude
2730,03.3811.0571,3.3811,"Cắt lọc da, cơ, cân trên 3% diện tích cơ thể",Ngoại khoa,Exclude
2731,03.3813.0551,3.3813,Phẫu thuật viêm khớp mủ thứ phát có sai khớp,Ngoại khoa,Exclude
2732,03.3815.0493,3.3815,Dẫn lưu áp xe cơ đái chậu,Ngoại khoa,Exclude
2733,03.3816.0571,3.3816,"Phẫu thuật vết thương bàn tay, cắt lọc đơn thuần",Ngoại khoa,Exclude
2734,03.3817.0505,3.3817,Chích áp xe phần mềm lớn,Ngoại khoa,Exclude
2735,03.3818.0218,3.3818,Khâu lại da vết phẫu thuật sau nhiễm khuẩn,Các thủ thuật và dịch vụ Nội soi,Exclude
2736,03.3819.0559,3.3819,Nối gân duỗi,Ngoại khoa,Exclude
2737,03.3820.0573,3.3820,Tạo hình bằng các vạt tại chỗ đơn giản,Ngoại khoa,Exclude
2738,03.3821.0216,3.3821,Cắt lọc tổ chức hoại tử hoặc cắt lọc vết thương đơn giản,Các thủ thuật và dịch vụ Nội soi,Exclude
2739,03.3824.0575,3.3824,"Vá da dầy toàn bộ, diện tích dưới 10cm²",Ngoại khoa,Exclude
2740,03.3825.0217,3.3825,Khâu vết thương phần mềm dài trên 10cm,Các thủ thuật và dịch vụ Nội soi,Exclude
2741,03.3825.0219,3.3825,Khâu vết thương phần mềm dài trên 10cm,Các thủ thuật và dịch vụ Nội soi,Exclude
2742,03.3826.0200,3.3826,"Thay băng, cắt chỉ vết mổ",Các thủ thuật và dịch vụ Nội soi,Exclude
2743,03.3826.0202,3.3826,"Thay băng, cắt chỉ vết mổ",Các thủ thuật và dịch vụ Nội soi,Exclude
2744,03.3826.0204,3.3826,"Thay băng, cắt chỉ vết mổ",Các thủ thuật và dịch vụ Nội soi,Exclude
2745,03.3826.0205,3.3826,"Thay băng, cắt chỉ vết mổ",Các thủ thuật và dịch vụ Nội soi,Exclude
2746,03.3826.0203,3.3826,"Thay băng, cắt chỉ vết mổ",Các thủ thuật và dịch vụ Nội soi,Exclude
2747,03.3826.0075,3.3826,"Thay băng, cắt chỉ vết mổ",Các thủ thuật và dịch vụ Nội soi,Exclude
2748,03.3826.2047,3.3826,"Thay băng, cắt chỉ vết mổ",Các thủ thuật và dịch vụ Nội soi,Exclude
2749,03.3827.0218,3.3827,Khâu vết thương phần mềm dài dưới 10cm,Các thủ thuật và dịch vụ Nội soi,Exclude
2750,03.3827.0216,3.3827,Khâu vết thương phần mềm dài dưới 10cm,Các thủ thuật và dịch vụ Nội soi,Exclude
2751,03.3830.0529,3.3830,"Nắn, bó bột gãy cổ xương đùi, vỡ ổ cối và trật khớp háng",Ngoại khoa,Exclude
2752,03.3830.0530,3.3830,"Nắn, bó bột gãy cổ xương đùi, vỡ ổ cối và trật khớp háng",Ngoại khoa,Exclude
2753,03.3831.0525,3.3831,"Nắn, bó bột chỉnh hình chân chữ O",Ngoại khoa,Exclude
2754,03.3831.0526,3.3831,"Nắn, bó bột chỉnh hình chân chữ O",Ngoại khoa,Exclude
2755,03.3832.0525,3.3832,"Nắn, bó bột chỉnh hình chân chữ X",Ngoại khoa,Exclude
2756,03.3832.0526,3.3832,"Nắn, bó bột chỉnh hình chân chữ X",Ngoại khoa,Exclude
2757,03.3833.0529,3.3833,"Nắn, bó bột gãy 1/3 trên xương đùi",Ngoại khoa,Exclude
2758,03.3833.0530,3.3833,"Nắn, bó bột gãy 1/3 trên xương đùi",Ngoại khoa,Exclude
2759,03.3834.0529,3.3834,"Nắn, bó bột gãy 1/3 giữa xương đùi",Ngoại khoa,Exclude
2760,03.3834.0530,3.3834,"Nắn, bó bột gãy 1/3 giữa xương đùi",Ngoại khoa,Exclude
2761,03.3835.0529,3.3835,"Nắn, bó bột gãy 1/3 dưới xương đùi",Ngoại khoa,Exclude
2762,03.3835.0530,3.3835,"Nắn, bó bột gãy 1/3 dưới xương đùi",Ngoại khoa,Exclude
2763,03.3836.0523,3.3836,"Nắn, bó bột trật khớp háng bẩm sinh",Ngoại khoa,Exclude
2764,03.3836.0524,3.3836,"Nắn, bó bột trật khớp háng bẩm sinh",Ngoại khoa,Exclude
2765,03.3838.0529,3.3838,"Nắn, bó bột cột sống",Ngoại khoa,Exclude
2766,03.3838.0530,3.3838,"Nắn, bó bột cột sống",Ngoại khoa,Exclude
2767,03.3839.0517,3.3839,"Nắn, bó bột trật khớp vai",Ngoại khoa,Exclude
2768,03.3839.0518,3.3839,"Nắn, bó bột trật khớp vai",Ngoại khoa,Exclude
2769,03.3841.0528,3.3841,"Nắn, bó bột gẫy 1/3 trên thân xương cánh tay",Ngoại khoa,Exclude
2770,03.3841.0527,3.3841,"Nắn, bó bột gẫy 1/3 trên thân xương cánh tay",Ngoại khoa,Exclude
2771,03.3842.0527,3.3842,"Nắn, bó bột gẫy 1/3 giữa thân xương cánh tay",Ngoại khoa,Exclude
2772,03.3842.0528,3.3842,"Nắn, bó bột gẫy 1/3 giữa thân xương cánh tay",Ngoại khoa,Exclude
2773,03.3843.0528,3.3843,"Nắn, bó bột gẫy 1/3 dưới thân xương cánh tay",Ngoại khoa,Exclude
2774,03.3843.0527,3.3843,"Nắn, bó bột gẫy 1/3 dưới thân xương cánh tay",Ngoại khoa,Exclude
2775,03.3844.0515,3.3844,"Nắn, bó bột trật khớp khuỷu",Ngoại khoa,Exclude
2776,03.3844.0516,3.3844,"Nắn, bó bột trật khớp khuỷu",Ngoại khoa,Exclude
2777,03.3845.0515,3.3845,Nắn bó bột gãy và trật khớp khuỷu,Ngoại khoa,Exclude
2778,03.3845.0516,3.3845,Nắn bó bột gãy và trật khớp khuỷu,Ngoại khoa,Exclude
2779,03.3846.0515,3.3846,"Nắn, bó bột bong sụn tiếp khớp khuỷu, khớp cổ tay",Ngoại khoa,Exclude
2780,03.3846.0516,3.3846,"Nắn, bó bột bong sụn tiếp khớp khuỷu, khớp cổ tay",Ngoại khoa,Exclude
2781,03.3847.0527,3.3847,"Nắn, bó bột gãy cổ xương cánh tay",Ngoại khoa,Exclude
2782,03.3847.0528,3.3847,"Nắn, bó bột gãy cổ xương cánh tay",Ngoại khoa,Exclude
2783,03.3848.0527,3.3848,"Nắn, bó bột gãy trên lồi cầu xương cánh tay trẻ em độ 3 và độ 1V",Ngoại khoa,Exclude
2784,03.3848.0528,3.3848,"Nắn, bó bột gãy trên lồi cầu xương cánh tay trẻ em độ 3 và độ 1V",Ngoại khoa,Exclude
2785,03.3849.0521,3.3849,"Nắn, bó bột gãy 1/3 trên hai xương cẳng tay",Ngoại khoa,Exclude
2786,03.3849.0522,3.3849,"Nắn, bó bột gãy 1/3 trên hai xương cẳng tay",Ngoại khoa,Exclude
2787,03.3850.0521,3.3850,"Nắn, bó bột gãy 1/3 giữa hai xương cẳng tay",Ngoại khoa,Exclude
2788,03.3850.0522,3.3850,"Nắn, bó bột gãy 1/3 giữa hai xương cẳng tay",Ngoại khoa,Exclude
2789,03.3851.0521,3.3851,"Nắn, bó bột gãy 1/3 dưới hai xương cẳng tay",Ngoại khoa,Exclude
2790,03.3851.0522,3.3851,"Nắn, bó bột gãy 1/3 dưới hai xương cẳng tay",Ngoại khoa,Exclude
2791,03.3852.0521,3.3852,"Nắn, bó bột gãy một xương cẳng tay",Ngoại khoa,Exclude
2792,03.3852.0522,3.3852,"Nắn, bó bột gãy một xương cẳng tay",Ngoại khoa,Exclude
2793,03.3853.0521,3.3853,"Nắn, bó bột gãy Pouteau-Colles",Ngoại khoa,Exclude
2794,03.3853.0522,3.3853,"Nắn, bó bột gãy Pouteau-Colles",Ngoại khoa,Exclude
2795,03.3854.0519,3.3854,"Nắn, bó bột gãy xương bàn, ngón tay",Ngoại khoa,Exclude
2796,03.3854.0520,3.3854,"Nắn, bó bột gãy xương bàn, ngón tay",Ngoại khoa,Exclude
2797,03.3855.0511,3.3855,"Nắn, bó bột trật khớp háng",Ngoại khoa,Exclude
2798,03.3855.0512,3.3855,"Nắn, bó bột trật khớp háng",Ngoại khoa,Exclude
2799,03.3856.0513,3.3856,"Nắn, bó bột trong bong sụn tiếp khớp gối, khớp háng",Ngoại khoa,Exclude
2800,03.3856.0514,3.3856,"Nắn, bó bột trong bong sụn tiếp khớp gối, khớp háng",Ngoại khoa,Exclude
2801,03.3857.0525,3.3857,"Nắn, bó bột gãy mâm chày",Ngoại khoa,Exclude
2802,03.3857.0526,3.3857,"Nắn, bó bột gãy mâm chày",Ngoại khoa,Exclude
2803,03.3858.0529,3.3858,"Nắn, bó bột gãy xương chậu",Ngoại khoa,Exclude
2804,03.3858.0530,3.3858,"Nắn, bó bột gãy xương chậu",Ngoại khoa,Exclude
2805,03.3859.0529,3.3859,"Nắn, bó bột gãy cổ xương đùi",Ngoại khoa,Exclude
2806,03.3859.0530,3.3859,"Nắn, bó bột gãy cổ xương đùi",Ngoại khoa,Exclude
2807,03.3860.0512,3.3860,"Nắn, cố định trật khớp háng không có chỉ định phẫu thuật",Ngoại khoa,Exclude
2808,03.3860.0511,3.3860,"Nắn, cố định trật khớp háng không có chỉ định phẫu thuật",Ngoại khoa,Exclude
2809,03.3861.0529,3.3861,"Nắn, bó bột gãy lồi cầu xương đùi",Ngoại khoa,Exclude
2810,03.3861.0530,3.3861,"Nắn, bó bột gãy lồi cầu xương đùi",Ngoại khoa,Exclude
2811,03.3862.0533,3.3862,Bó bột ống trong gãy xương bánh chè,Ngoại khoa,Exclude
2812,03.3863.0513,3.3863,"Nắn, bó bột trật khớp gối",Ngoại khoa,Exclude
2813,03.3863.0514,3.3863,"Nắn, bó bột trật khớp gối",Ngoại khoa,Exclude
2814,03.3864.0525,3.3864,"Nắn, bó bột gãy 1/3 trên hai xương cẳng chân",Ngoại khoa,Exclude
2815,03.3864.0526,3.3864,"Nắn, bó bột gãy 1/3 trên hai xương cẳng chân",Ngoại khoa,Exclude
2816,03.3865.0525,3.3865,"Nắn, bó bột gãy 1/3 giữa hai xương cẳng chân",Ngoại khoa,Exclude
2817,03.3865.0526,3.3865,"Nắn, bó bột gãy 1/3 giữa hai xương cẳng chân",Ngoại khoa,Exclude
2818,03.3866.0525,3.3866,"Nắn, bó bột gãy 1/3 dưới hai xương cẳng chân",Ngoại khoa,Exclude
2819,03.3866.0526,3.3866,"Nắn, bó bột gãy 1/3 dưới hai xương cẳng chân",Ngoại khoa,Exclude
2820,03.3867.0525,3.3867,"Nắn, bó bột gãy xương chày",Ngoại khoa,Exclude
2821,03.3867.0526,3.3867,"Nắn, bó bột gãy xương chày",Ngoại khoa,Exclude
